blg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,15.738,21.238,26.509,31.382,36.152,40.794,45.317,49.786,54.228,58.505,62.826,67.269,71.626,75.915,80.243,84.613,89.063,93.437,97.725,101.95,106.1,110.21,114.27,118.28,122.25,126.17,130.07,133.93,137.75,141.29,144.7,148.08,151.45,154.64,157.62,160.53,163.42,166.3,169.12,171.92,174.45,176.81,179.13,181.4,183.63,185.53,187.17,188.74,190.26,191.73,193.14,194.49,195.68,196.83,197.95,199.04,200.02,200.72,201.28,201.83,202.37,202.9,203.42,203.93,204.43,204.91,205.32,205.67,205.98,206.28,206.57,206.79,206.99,207.17,207.34,207.5,207.62,207.73,207.84,207.94,208.02,208.07,208.07,208.07,208.06,208.01,207.94,207.87,207.79,207.69,207.59,207.46,207.3,207.09,206.85,206.61,206.36,206.09,205.82,205.55,205.25,204.95,204.64,204.31,204.01,203.7,203.4,203.08,202.77,202.45,202.12,201.81,201.5,198.02,198.29,198.14,196.36,191.34,191.48,190.19,188.86,187.17,185.65,183.18,183.3,180.33,180.14,180.1,178.52,177.18,176.36,176.53,174.13,173.34,173.66,173.9,172.33,172.88,172.13,171.03,169.17,169.17,169.44,166.95,167.05,165.7,165.52,164.19,162.78,159.99,160.03,158.09,155.91,155.23,153.67,152.58,151.11,149.5,149.53,148.33,148.62,145.87,144.63,144.86,143.81,141.81,142.41,141.59,140.07,136.13,135.31,134.85,135.22,135.51,132.35,132.87,131.11,129.61,129.07,125.13,124.17,124.31,122.71,123,122.39,119.38
