Rupture,Magnitude,Aggregate Loss
trt=08|ses=0001|src=4-381|rup=001-01,4.0500000,10966522.7670000
trt=08|ses=0001|src=6-249|rup=009-01,4.8500000,10914245.1670000
trt=07|ses=0001|src=0-1188|rup=015-01,5.4500000,10663188.0288000
trt=08|ses=0001|src=7-247|rup=013-01,5.2500000,10545258.5491000
trt=08|ses=0001|src=5-10|rup=010-01,4.9500000,10408999.8714000
trt=08|ses=0001|src=6-135|rup=003-01,4.2500000,10342483.7528000
trt=08|ses=0001|src=7-7|rup=011-01,5.0500000,10294056.4284000
trt=08|ses=0001|src=5-165|rup=003-01,4.2500000,10026836.3277000
trt=08|ses=0001|src=6-474|rup=011-01,5.0500000,9875907.7915400
trt=08|ses=0001|src=8-111|rup=011-01,5.0500000,9859732.8506700
trt=08|ses=0001|src=6-165|rup=009-01,4.8500000,9809005.3432800
trt=07|ses=0001|src=1-29|rup=016-01,5.5500000,9721193.4613900
trt=08|ses=0001|src=5-44|rup=008-01,4.7500000,9584838.7335000
trt=08|ses=0001|src=5-214|rup=003-01,4.2500000,9565036.2472000
trt=08|ses=0001|src=3-121|rup=013-01,5.2500000,9332307.0484400
trt=08|ses=0001|src=5-29|rup=009-01,4.8500000,9226862.5116500
trt=07|ses=0001|src=0-372|rup=011-01,5.0500000,9200627.4707700
trt=07|ses=0001|src=0-280|rup=014-01,5.3500000,9114729.4387800
trt=08|ses=0001|src=7-63|rup=009-01,4.8500000,8906050.6374700
trt=08|ses=0001|src=6-9|rup=009-01,4.8500000,8853531.2780700
trt=08|ses=0001|src=5-30|rup=004-01,4.3500000,8612199.1530700
trt=08|ses=0001|src=10-543|rup=016-01,5.5500000,8480586.6480300
trt=08|ses=0001|src=4-493|rup=008-01,4.7500000,8459023.3838700
trt=08|ses=0001|src=8-259|rup=010-01,4.9500000,8369653.0724900
trt=07|ses=0001|src=0-1008|rup=016-01,5.5500000,8326659.9506600
trt=07|ses=0001|src=0-291|rup=015-01,5.4500000,8219699.9892500
trt=08|ses=0001|src=8-115|rup=010-01,4.9500000,8133225.8231400
trt=08|ses=0001|src=5-282|rup=010-01,4.9500000,8094523.2551900
trt=08|ses=0001|src=7-419|rup=011-01,5.0500000,8046959.1467000
trt=08|ses=0001|src=6-186|rup=005-01,4.4500000,7999265.7732700
trt=08|ses=0001|src=6-194|rup=005-01,4.4500000,7991010.8486900
trt=08|ses=0001|src=4-481|rup=005-01,4.4500000,7878702.8840200
trt=08|ses=0001|src=5-318|rup=009-01,4.8500000,7804483.6872500
trt=07|ses=0001|src=1-335|rup=015-02,5.4500000,7753924.8072100
trt=08|ses=0001|src=4-355|rup=002-01,4.1500000,7719130.6661200
trt=07|ses=0001|src=2-1947|rup=020-01,5.9500000,7674912.3238700
trt=08|ses=0001|src=3-161|rup=012-01,5.1500000,7510716.6815200
trt=07|ses=0001|src=2-598|rup=016-01,5.5500000,7409349.0640700
trt=07|ses=0001|src=2-587|rup=016-01,5.5500000,7377989.9279200
trt=08|ses=0001|src=5-274|rup=009-01,4.8500000,7256250.0116200
trt=07|ses=0001|src=1-508|rup=016-01,5.5500000,7209743.2206900
trt=08|ses=0001|src=4-426|rup=007-01,4.6500000,7134604.5889100
trt=07|ses=0001|src=0-1288|rup=014-01,5.3500000,7013251.0267200
trt=08|ses=0001|src=7-449|rup=011-01,5.0500000,6918319.6929100
trt=08|ses=0001|src=3-392|rup=012-01,5.1500000,6881152.7610000
trt=07|ses=0001|src=2-902|rup=018-01,5.7500000,6872023.5555300
trt=07|ses=0001|src=0-1654|rup=015-01,5.4500000,6823352.3199100
trt=08|ses=0001|src=5-43|rup=008-01,4.7500000,6768569.7222800
trt=07|ses=0001|src=1-406|rup=015-01,5.4500000,6571334.8005500
trt=08|ses=0001|src=3-453|rup=014-01,5.3500000,6429037.7625300
trt=07|ses=0001|src=2-899|rup=017-01,5.6500000,6347957.1626200
trt=08|ses=0001|src=4-327|rup=004-01,4.3500000,6280332.9248700
trt=08|ses=0001|src=6-213|rup=008-01,4.7500000,6219303.0880400
trt=07|ses=0001|src=2-196|rup=016-01,5.5500000,6169614.9850400
trt=07|ses=0001|src=1-469|rup=014-01,5.3500000,6110714.2593700
trt=07|ses=0001|src=0-793|rup=014-01,5.3500000,6096103.1077100
trt=08|ses=0001|src=10-724|rup=014-01,5.3500000,6065002.2396600
trt=08|ses=0001|src=3-75|rup=011-01,5.0500000,5794209.7112300
trt=08|ses=0001|src=6-446|rup=009-01,4.8500000,5654958.0550600
trt=07|ses=0001|src=0-1195|rup=015-01,5.4500000,5635308.0128100
trt=08|ses=0001|src=5-97|rup=002-01,4.1500000,5550771.6831400
trt=08|ses=0001|src=4-77|rup=010-01,4.9500000,5502126.3285000
trt=07|ses=0001|src=0-244|rup=015-01,5.4500000,5501838.5069500
trt=08|ses=0001|src=4-487|rup=006-01,4.5500000,5442193.4559800
trt=08|ses=0001|src=5-48|rup=001-01,4.0500000,5434059.9796000
trt=08|ses=0001|src=10-636|rup=014-01,5.3500000,5423993.3882200
trt=07|ses=0001|src=0-328|rup=012-01,5.1500000,5398452.5666800
trt=08|ses=0001|src=6-289|rup=009-01,4.8500000,5383230.2151600
trt=07|ses=0001|src=0-573|rup=012-01,5.1500000,5345053.9649600
trt=08|ses=0001|src=6-12|rup=005-01,4.4500000,5290160.6736600
trt=08|ses=0001|src=6-363|rup=006-01,4.5500000,5270279.8307200
trt=08|ses=0001|src=6-12|rup=008-01,4.7500000,5268879.5566000
trt=08|ses=0001|src=6-184|rup=005-01,4.4500000,5122849.6630100
trt=08|ses=0001|src=3-444|rup=012-01,5.1500000,5045440.2891400
trt=07|ses=0001|src=0-855|rup=013-01,5.2500000,4938399.9097800
trt=08|ses=0001|src=4-343|rup=004-01,4.3500000,4934698.9712300
trt=08|ses=0001|src=5-302|rup=008-01,4.7500000,4886107.9673500
trt=08|ses=0001|src=4-479|rup=005-01,4.4500000,4879002.7654500
trt=07|ses=0001|src=0-728|rup=015-01,5.4500000,4855576.0777200
trt=08|ses=0001|src=6-105|rup=007-01,4.6500000,4817703.2166900
trt=08|ses=0001|src=4-502|rup=007-01,4.6500000,4785917.5757100
trt=08|ses=0001|src=7-158|rup=010-01,4.9500000,4680071.6206100
trt=08|ses=0001|src=7-177|rup=009-01,4.8500000,4596817.6938400
trt=08|ses=0001|src=4-358|rup=001-01,4.0500000,4498100.1378600
trt=08|ses=0001|src=5-70|rup=004-01,4.3500000,4475036.1073000
trt=08|ses=0001|src=4-310|rup=004-01,4.3500000,4461227.8258400
trt=07|ses=0001|src=0-1791|rup=016-01,5.5500000,4447312.8064000
trt=08|ses=0001|src=8-293|rup=007-01,4.6500000,4430199.7532100
trt=08|ses=0001|src=4-330|rup=003-01,4.2500000,4327484.9227300
trt=08|ses=0001|src=5-208|rup=003-01,4.2500000,4215260.6470100
trt=07|ses=0001|src=1-173|rup=014-01,5.3500000,4206271.4938800
trt=08|ses=0001|src=10-750|rup=013-01,5.2500000,4170334.4071300
trt=08|ses=0001|src=3-8|rup=012-01,5.1500000,4164270.2207200
trt=08|ses=0001|src=3-285|rup=010-01,4.9500000,4156076.3224600
trt=07|ses=0001|src=1-138|rup=015-01,5.4500000,4124903.9526500
trt=08|ses=0001|src=10-323|rup=016-01,5.5500000,4085188.6214000
trt=08|ses=0001|src=6-71|rup=008-01,4.7500000,4037048.0399700
trt=08|ses=0001|src=7-511|rup=009-01,4.8500000,3874903.7246800
trt=07|ses=0001|src=1-19|rup=013-01,5.2500000,3847074.2193300
trt=07|ses=0001|src=0-1667|rup=016-01,5.5500000,3786991.5848600
trt=08|ses=0001|src=3-189|rup=011-01,5.0500000,3784733.2797500
trt=07|ses=0001|src=0-1249|rup=013-01,5.2500000,3729892.9895900
trt=07|ses=0001|src=1-558|rup=014-01,5.3500000,3718680.3304500
trt=08|ses=0001|src=6-444|rup=008-01,4.7500000,3717986.5936000
trt=08|ses=0001|src=8-39|rup=009-01,4.8500000,3707565.1371100
trt=07|ses=0001|src=0-1802|rup=016-01,5.5500000,3696628.1629400
trt=08|ses=0001|src=5-289|rup=008-01,4.7500000,3645108.9616600
trt=08|ses=0001|src=7-71|rup=008-01,4.7500000,3599431.6132700
trt=08|ses=0001|src=7-209|rup=009-01,4.8500000,3593487.6260300
trt=08|ses=0001|src=4-417|rup=001-01,4.0500000,3582983.8365600
trt=07|ses=0001|src=0-1940|rup=014-01,5.3500000,3561872.2690700
trt=07|ses=0001|src=2-120|rup=016-01,5.5500000,3528740.9540500
