a0,-9.42146,38.74208,3.40017210234
a1,-9.42146,38.74208,9.0268038885
a1131,-9.42146,38.74208,15.7957334361
a1132,-9.42146,38.74208,9.72045134529
a1133,-9.42146,38.74208,0.729033850896
a1537,-9.42146,38.74208,3.20298274876
a1538,-9.42146,38.74208,4.49217811473
a1539,-9.42146,38.74208,0.741389782414
a2,-9.42146,38.74208,0.262962392143
a2108,-9.42146,38.74208,11.5875248575
a2109,-9.42146,38.74208,22.5464211924
a2110,-9.42146,38.74208,16.1066153999
a2671,-9.42146,38.74208,1.65935182564
a2672,-9.42146,38.74208,0.316067014408
a2673,-9.42146,38.74208,0.158033507204
a2930,-9.42146,38.74208,0.244981857599
a2931,-9.42146,38.74208,0.577760533088
a2932,-9.42146,38.74208,2.36667628321
a2933,-9.42146,38.74208,1.91294575666
a2934,-9.42146,38.74208,5.7214852183
a2935,-9.42146,38.74208,3.42906188601
a2936,-9.42146,38.74208,0.0831715546373
a2937,-9.42146,38.74208,0.166343109275
a4104,-9.42146,38.74208,0.130539151292
a4105,-9.42146,38.74208,0.323436908502
a4106,-9.42146,38.74208,0.0824557430808
a4107,-9.42146,38.74208,0.879968004191
a4108,-9.42146,38.74208,0.212307347253
a5063,-9.42146,38.74208,0.0421975569523
a5064,-9.42146,38.74208,0.261019640938
a5065,-9.42146,38.74208,0.385885054038
a5066,-9.42146,38.74208,0.320844143568
a569,-9.42146,38.74208,90.5810544343
a570,-9.42146,38.74208,130.619036521
a571,-9.42146,38.74208,33.2396591116
a5950,-9.42146,38.74208,0.00369213912147
a5951,-9.42146,38.74208,0.003663117562
a10,-9.38854,38.71045,3.5982134046
a11,-9.38854,38.71045,0.0667752083405
a1138,-9.38854,38.71045,13.7280840642
a1139,-9.38854,38.71045,2.74561681285
a1546,-9.38854,38.71045,2.91380165941
a1547,-9.38854,38.71045,3.0266819904
a1548,-9.38854,38.71045,0.265838045046
a2117,-9.38854,38.71045,13.9338391797
a2118,-9.38854,38.71045,14.585163682
a2119,-9.38854,38.71045,1.92083263096
a2678,-9.38854,38.71045,0.779264070067
a2679,-9.38854,38.71045,0.43292448337
a2952,-9.38854,38.71045,0.36112461941
a2953,-9.38854,38.71045,0.688047668271
a2954,-9.38854,38.71045,1.32536395008
a2955,-9.38854,38.71045,9.82665090115
a2956,-9.38854,38.71045,4.00691589444
a2957,-9.38854,38.71045,1.01524230819
a2958,-9.38854,38.71045,1.01386080726
a2959,-9.38854,38.71045,0.0779892928663
a4121,-9.38854,38.71045,0.283359910135
a4122,-9.38854,38.71045,0.250207669922
a4123,-9.38854,38.71045,0.201202427114
a4124,-9.38854,38.71045,3.18950293033
a4125,-9.38854,38.71045,0.897595093346
a4126,-9.38854,38.71045,0.56031598534
a5080,-9.38854,38.71045,0.0609076617193
a5081,-9.38854,38.71045,0.0911371476847
a5082,-9.38854,38.71045,0.394604465672
a5083,-9.38854,38.71045,0.327283534826
a5084,-9.38854,38.71045,0.269497973565
a5085,-9.38854,38.71045,0.608160292585
a5086,-9.38854,38.71045,0.104853077788
a5087,-9.38854,38.71045,0.209706155576
a578,-9.38854,38.71045,25.8749814187
a579,-9.38854,38.71045,19.7296045808
a580,-9.38854,38.71045,3.45351925605
a5959,-9.38854,38.71045,0.075319300723
a5960,-9.38854,38.71045,0.00922938591666
a5961,-9.38854,38.71045,0.00161713250245
a9,-9.38854,38.71045,2.50329235859
a100,-9.21367,38.71019,0.0784108415404
a101,-9.21367,38.71019,0.106199977892
a102,-9.21367,38.71019,0.00551367819545
a1182,-9.21367,38.71019,0.249049029079
a1444,-9.21367,38.71019,0.498098058158
a1641,-9.21367,38.71019,0.408466062994
a1642,-9.21367,38.71019,0.166289458447
a1643,-9.21367,38.71019,0.0194297251435
a2210,-9.21367,38.71019,12.9307305643
a2211,-9.21367,38.71019,0.520387643706
a2212,-9.21367,38.71019,0.0764032491691
a2893,-9.21367,38.71019,0.0806736202213
a3206,-9.21367,38.71019,0.180222668933
a3207,-9.21367,38.71019,0.199258111278
a3208,-9.21367,38.71019,0.183900770679
a3209,-9.21367,38.71019,2.3989304201
a3210,-9.21367,38.71019,2.13306788928
a3211,-9.21367,38.71019,0.802449779375
a4355,-9.21367,38.71019,0.144338758371
a4356,-9.21367,38.71019,0.0312456260139
a4357,-9.21367,38.71019,0.0606520544078
a4358,-9.21367,38.71019,0.350173442814
a4359,-9.21367,38.71019,0.577400393429
a4360,-9.21367,38.71019,0.0654757529995
a5327,-9.21367,38.71019,0.00749772420675
a5328,-9.21367,38.71019,0.0120188410588
a5329,-9.21367,38.71019,0.0692446266198
a6078,-9.21367,38.71019,0.0106782894233
a6079,-9.21367,38.71019,0.0119574991285
a6080,-9.21367,38.71019,0.000600967830324
a663,-9.21367,38.71019,1.4750736106
a664,-9.21367,38.71019,0.485392860199
a1000,-9.04064,38.66587,22.2511493836
a1001,-9.04064,38.66587,0.566247998076
a1371,-9.04064,38.66587,8.82761798841
a1372,-9.04064,38.66587,0.464611473074
a2007,-9.04064,38.66587,0.695395423451
a2008,-9.04064,38.66587,0.48362177589
a2009,-9.04064,38.66587,0.0267496851931
a2555,-9.04064,38.66587,1.82558868427
a2556,-9.04064,38.66587,0.584410084123
a2557,-9.04064,38.66587,0.0976548702425
a2854,-9.04064,38.66587,0.16882258787
a3936,-9.04064,38.66587,0.387846469874
a3937,-9.04064,38.66587,0.63145865578
a3938,-9.04064,38.66587,0.52577798099
a3939,-9.04064,38.66587,1.87174180455
a3940,-9.04064,38.66587,1.58281047739
a3941,-9.04064,38.66587,0.141091265579
a3942,-9.04064,38.66587,0.0748696721822
a466,-9.04064,38.66587,3.50228668278
a467,-9.04064,38.66587,1.89076640183
a468,-9.04064,38.66587,0.00384649731602
a4939,-9.04064,38.66587,0.528451943963
a4940,-9.04064,38.66587,0.524061919787
a4941,-9.04064,38.66587,0.344453424488
a4942,-9.04064,38.66587,0.0670376132547
a4943,-9.04064,38.66587,0.0303092248486
a5846,-9.04064,38.66587,0.0435005444252
a5847,-9.04064,38.66587,0.0290729831141
a5848,-9.04064,38.66587,0.0989463812723
a5849,-9.04064,38.66587,0.1037282314
a5850,-9.04064,38.66587,0.0837137930976
a5851,-9.04064,38.66587,0.0696253132983
a6335,-9.04064,38.66587,0.0113542644774
a6336,-9.04064,38.66587,0.000179980266369
a999,-9.04064,38.66587,74.4223862616
a1002,-8.97596,38.64231,71.3211237438
a1003,-8.97596,38.64231,73.9384678418
a1004,-8.97596,38.64231,13.4587817588
a1373,-8.97596,38.64231,11.743329666
a1374,-8.97596,38.64231,12.4208294544
a1375,-8.97596,38.64231,4.51666525614
a2010,-8.97596,38.64231,0.694756705785
a2011,-8.97596,38.64231,0.583392856089
a2012,-8.97596,38.64231,0.186801198351
a2558,-8.97596,38.64231,9.59453026615
a2559,-8.97596,38.64231,1.60355818524
a2560,-8.97596,38.64231,1.16657045316
a2855,-8.97596,38.64231,0.696417555014
a2856,-8.97596,38.64231,0.0870521943767
a2857,-8.97596,38.64231,1.39283511003
a3943,-8.97596,38.64231,0.0576771077322
a3944,-8.97596,38.64231,0.105705433865
a3945,-8.97596,38.64231,0.194853518979
a3946,-8.97596,38.64231,0.977813825243
a3947,-8.97596,38.64231,0.0632605393252
a3948,-8.97596,38.64231,0.743723313385
a469,-8.97596,38.64231,1.76972276286
a470,-8.97596,38.64231,3.92016081636
a471,-8.97596,38.64231,0.0851581567778
a4944,-8.97596,38.64231,0.0709465911663
a4945,-8.97596,38.64231,0.162090571717
a4946,-8.97596,38.64231,0.222039177344
a4947,-8.97596,38.64231,1.05473621187
a4948,-8.97596,38.64231,0.77358287048
a4949,-8.97596,38.64231,0.0984163130872
a5852,-8.97596,38.64231,0.0160913816391
a5853,-8.97596,38.64231,0.0164801249465
a5854,-8.97596,38.64231,0.040561361613
a5855,-8.97596,38.64231,0.334312086357
a5856,-8.97596,38.64231,0.279182680812
a6337,-8.97596,38.64231,0.0100632429584
a6338,-8.97596,38.64231,0.00131522805051
a6339,-8.97596,38.64231,3.99416917007e-05
a1005,-9.00901,38.6793,1.02384431433
a1376,-9.00901,38.6793,0.727627820523
a2013,-9.00901,38.6793,0.0915852704969
a2014,-9.00901,38.6793,0.0312230352152
a2015,-9.00901,38.6793,0.0353629197726
a3949,-9.00901,38.6793,0.00294730197944
a3950,-9.00901,38.6793,0.00525323390477
a472,-9.00901,38.6793,1.58956195123
a473,-9.00901,38.6793,0.694290171956
a474,-9.00901,38.6793,0.0142876142208
a5857,-9.00901,38.6793,0.0253281180356
a5858,-9.00901,38.6793,0.00333913820857
a1006,-8.98779,38.68434,7.20486956825
a2016,-8.98779,38.68434,0.101810610953
a2017,-8.98779,38.68434,0.176930652105
a2018,-8.98779,38.68434,0.0594741419943
a2919,-8.98779,38.68434,0.0869555693109
a3951,-8.98779,38.68434,0.00242538774168
a3952,-8.98779,38.68434,0.0012471325755
a475,-8.98779,38.68434,0.357661289802
a476,-8.98779,38.68434,0.929172806763
a477,-8.98779,38.68434,0.00181811941234
a1007,-9.03658,38.64387,3.87849047364
a1008,-9.03658,38.64387,2.01068479506
a1009,-9.03658,38.64387,2.25491417165
a1377,-9.03658,38.64387,0.486560041907
a1378,-9.03658,38.64387,0.243280020953
a2019,-9.03658,38.64387,0.0117390033258
a2020,-9.03658,38.64387,0.259015847456
a2021,-9.03658,38.64387,0.0157930506789
a2561,-9.03658,38.64387,0.488505063431
a2562,-9.03658,38.64387,0.815625664475
a3953,-9.03658,38.64387,0.0682271344983
a3954,-9.03658,38.64387,0.0680256201953
a3955,-9.03658,38.64387,0.65688488537
a3956,-9.03658,38.64387,2.53073702311
a478,-9.03658,38.64387,0.118006286648
a479,-9.03658,38.64387,0.249940109503
a480,-9.03658,38.64387,0.0109399692281
a4950,-9.03658,38.64387,0.0552996184894
a4951,-9.03658,38.64387,0.0252583368249
a4952,-9.03658,38.64387,3.87194301458
a4953,-9.03658,38.64387,0.397171276446
a5859,-9.03658,38.64387,0.0861979180107
a5860,-9.03658,38.64387,0.0648026959542
a5861,-9.03658,38.64387,0.706705958658
a6340,-9.03658,38.64387,0.0070035995445
a6341,-9.03658,38.64387,6.61050370171e-05
a1010,-8.63234,38.75606,63.5141973595
a1011,-8.63234,38.75606,51.3464886615
a1012,-8.63234,38.75606,12.3539469106
a1379,-8.63234,38.75606,28.2184040529
a1517,-8.63234,38.75606,0.874989272957
a2022,-8.63234,38.75606,0.00711094122657
a2023,-8.63234,38.75606,0.00187365607985
a2563,-8.63234,38.75606,1.42549023329
a2564,-8.63234,38.75606,2.1187507281
