0.05	561.5451964
0.06	561.5451964
0.07	561.5451964
0.08	602.2432853
0.09	625.0812615
0.1	657.4880312
0.11	685.1693626
0.12	724.4267477
0.13	732.0723451
0.14	741.419223
0.15	740.7572075
0.16	757.0841481
0.17	776.5230747
0.18	787.4448996
0.19	788.7170862
0.2	798.0926327
0.21	806.3024076
0.22	803.7768269
0.23	790.4819518
0.24	775.0793501
0.25	767.6246023
0.26	766.4012668
0.27	774.7690555
0.28	760.2860942
0.29	737.6270436
0.3	717.3799202
0.31	705.4343055
0.32	702.6787873
0.33	695.7487869
0.34	692.1991464
0.35	684.6764631
0.36	677.3880099
0.37	664.5395499
0.38	648.7945581
0.39	636.953826
0.4	631.4404088
0.41	621.8523352
0.42	610.5159197
0.43	601.9556691
0.44	603.2676806
0.45	609.493989
0.46	612.3312512
0.47	617.1657161
0.48	618.8602674
0.49	615.6212197
0.5	611.9279578
0.51	606.8958102
0.52	601.5186941
0.53	593.6524506
0.54	582.1727754
0.55	571.8540605
0.56	559.9655047
0.57	547.0224958
0.58	533.0608221
0.59	519.9439019
0.6	508.7158127
0.61	501.1902966
0.62	494.6707727
0.63	491.1248676
0.64	488.2690482
0.65	487.3528451
0.66	485.0110616
0.67	480.289833
0.68	475.4779437
0.69	472.9662926
0.7	469.1281266
0.71	463.7147889
0.72	457.1145402
0.73	449.5766304
0.74	442.7535066
0.75	435.2411131
0.76	429.198663
0.77	423.5419802
0.78	419.2251621
0.79	414.5037029
0.8	410.0601366
0.81	406.4197142
0.82	402.6712905
0.83	397.8335595
0.84	393.0872673
0.85	388.2344541
0.86	383.1285416
0.87	377.8582442
0.88	372.4888348
0.89	366.8171038
0.9	362.0600623
0.91	358.311522
0.92	354.8389365
0.93	351.1309157
0.94	347.2566937
0.95	343.3481074
0.96	339.1895776
0.97	335.0198442
0.98	330.7121315
0.99	326.4554349
1	322.5709038
1.01	318.7004856
1.02	315.0127889
1.03	311.273974
1.04	307.848581
1.05	304.7709069
1.06	301.5955635
1.07	298.4083078
1.08	295.0155107
1.09	291.7788119
1.1	288.4829576
1.11	285.1741882
1.12	281.9972016
1.13	279.1060558
1.14	276.6842903
1.15	275.0648769
1.16	274.2087367
1.17	273.3811822
1.18	272.3947903
1.19	271.3028964
1.2	270.073629
1.21	268.4982166
1.22	266.6242348
1.23	264.7460215
1.24	262.9847071
1.25	261.2549865
1.26	259.2489125
1.27	257.2189705
1.28	254.9360184
1.29	252.5443987
1.3	250.2354568
1.31	247.8835143
1.32	245.382343
1.33	242.631647
1.34	239.6394244
1.35	236.4532137
1.36	233.4325296
1.37	230.4431076
1.38	227.3706143
1.39	224.2434536
1.4	221.2690489
1.41	218.3968903
1.42	215.4721833
1.43	212.7582471
1.44	210.4094122
1.45	208.1219259
1.46	205.9892477
1.47	203.8121924
1.48	201.6792714
1.49	199.3767965
1.5	197.1778744
1.51	194.9399156
1.52	192.9375197
1.53	190.8448322
1.54	188.6949565
1.55	186.5620853
1.56	184.3132811
1.57	182.0029732
1.58	179.7657646
1.59	177.7581861
1.6	175.9436693
1.61	174.2084234
1.62	172.5718529
1.63	171.011806
1.64	169.4921078
1.65	167.9597217
1.66	166.4809754
1.67	165.0009164
1.68	163.5791351
1.69	162.297452
1.7	161.0605796
1.71	159.8729217
1.72	158.6955406
1.73	157.4866526
1.74	156.2110193
1.75	154.8948859
1.76	153.513585
1.77	152.1102835
1.78	150.6442657
1.79	149.3965454
1.8	148.2142895
1.81	147.2289001
1.82	146.3428328
1.83	145.4461803
1.84	144.5946417
1.85	143.7637976
1.86	142.994687
1.87	142.1787261
1.88	141.3038411
1.89	140.3800008
1.9	139.4129427
1.91	138.4489286
1.92	137.5201607
1.93	136.5562195
1.94	135.5959247
1.95	134.6693025
1.96	133.7365458
1.97	132.8798906
1.98	131.9769629
1.99	131.0637665
2	130.3059669
2.01	129.656548
2.02	128.9631894
2.03	128.2614895
2.04	127.572301
2.05	126.8448922
2.06	126.2856984
2.07	125.6816784
2.08	125.0253806
2.09	124.3535098
2.1	123.6969471
2.11	123.0347157
2.12	122.3993975
2.13	121.787777
2.14	121.1594372
2.15	120.5079521
2.16	119.8476148
2.17	119.1839202
2.18	118.4882552
2.19	117.7590404
2.2	117.0130107
2.21	116.2493202
2.22	115.4572731
2.23	114.7241893
2.24	113.9856258
2.25	113.2300997
2.26	112.4461265
2.27	111.6321145
2.28	110.798525
2.29	109.9433744
2.3	109.0772059
2.31	108.1913887
2.32	107.3921035
2.33	106.6990881
2.34	106.0069181
2.35	105.3124637
2.36	104.6688005
2.37	104.0026578
2.38	103.3176686
2.39	102.6165493
2.4	101.9680098
2.41	101.3343111
2.42	100.6956295
2.43	100.0589124
2.44	99.40798126
2.45	98.7481499
2.46	98.10224163
2.47	97.47903528
2.48	96.85207742
2.49	96.24451276
2.5	95.69677214
2.51	95.14420118
2.52	94.61604667
2.53	94.14141624
2.54	93.71287995
2.55	93.29300134
2.56	92.89505664
2.57	92.49508888
2.58	92.06785843
2.59	91.62558746
2.6	91.17481556
2.61	90.70793748
2.62	90.23659699
2.63	89.78586161
2.64	89.32206571
2.65	88.85424867
2.66	88.37585082
2.67	87.87254259
2.68	87.35101022
2.69	86.81083359
2.7	86.25531621
2.71	85.68785217
2.72	85.10839114
2.73	84.55928502
2.74	84.00066479
2.75	83.41992313
2.76	82.82139691
2.77	82.21528524
2.78	81.59549591
2.79	80.98516891
2.8	80.3952949
2.81	79.79122186
2.82	79.18692487
2.83	78.57361726
2.84	77.95833536
2.85	77.34187227
2.86	76.74594563
2.87	76.16447068
2.88	75.60062029
2.89	75.06065453
2.9	74.55639439
2.91	74.04255391
2.92	73.55922849
2.93	73.07308474
2.94	72.60068946
2.95	72.1328872
2.96	71.66479392
2.97	71.20816274
2.98	70.75800287
2.99	70.29759184
3	69.83755914
3.01	69.36786418
3.02	68.90201795
3.03	68.45986469
3.04	68.03554304
3.05	67.61071994
3.06	67.19628736
3.07	66.80412369
3.08	66.41972929
3.09	66.03313462
3.1	65.64719651
3.11	65.27421559
3.12	64.91358447
3.13	64.55716392
3.14	64.21413522
3.15	63.87775739
3.16	63.54185106
3.17	63.22016885
3.18	62.90577384
3.19	62.61487398
3.2	62.32713274
3.21	62.03776014
3.22	61.74732638
3.23	61.46188363
3.24	61.17334453
3.25	60.88978942
3.26	60.61290376
3.27	60.33374025
3.28	60.0581931
3.29	59.78019253
3.3	59.49658642
3.31	59.20900799
3.32	58.9157153
3.33	58.6162631
3.34	58.31962787
3.35	58.01975026
3.36	57.71677497
3.37	57.42952666
3.38	57.14193517
3.39	56.86341925
3.4	56.58225816
3.41	56.30000371
3.42	56.02089275
3.43	55.74021595
3.44	55.45640789
3.45	55.17545288
3.46	54.89434187
3.47	54.61914527
3.48	54.34279537
3.49	54.06705212
3.5	53.79311484
3.51	53.52164066
3.52	53.25768017
3.53	52.99708724
3.54	52.73585288
3.55	52.47837496
3.56	52.2268687
3.57	51.97552776
3.58	51.72996113
3.59	51.48548763
3.6	51.26283958
3.61	51.07007107
3.62	50.90094347
3.63	50.73123276
3.64	50.55967892
3.65	50.39561681
3.66	50.23438242
3.67	50.07683519
3.68	49.91824252
3.69	49.76233104
3.7	49.61175478
3.71	49.4595096
3.72	49.30384127
3.73	49.14559146
3.74	48.98934852
3.75	48.83797642
3.76	48.68449898
3.77	48.53649509
3.78	48.39337018
3.79	48.24598984
3.8	48.09429215
3.81	47.93926941
3.82	47.78166238
3.83	47.62028399
3.84	47.46005432
3.85	47.29540015
3.86	47.1266081
3.87	46.95416387
3.88	46.77736565
3.89	46.59820103
3.9	46.41511704
3.91	46.23505996
3.92	46.06979554
3.93	45.90408588
3.94	45.73436911
3.95	45.56092957
3.96	45.38538816
3.97	45.20763825
3.98	45.03299826
3.99	44.85800176
4	44.67977445
4.01	44.49837031
4.02	44.31355257
4.03	44.12532831
4.04	43.93463433
4.05	43.75374415
4.06	43.57322769
4.07	43.3896536
4.08	43.20587902
4.09	43.02183642
4.1	42.83813589
4.11	42.65361219
4.12	42.46715536
4.13	42.28875155
4.14	42.11393939
4.15	41.94484718
4.16	41.77747259
4.17	41.60845523
4.18	41.43744316
4.19	41.26459793
4.2	41.09229196
4.21	40.91960228
4.22	40.74717947
4.23	40.57575994
4.24	40.40482424
4.25	40.23573223
4.26	40.06838745
4.27	39.90066315
4.28	39.73250978
4.29	39.56559552
4.3	39.39803176
4.31	39.22885838
4.32	39.05813018
4.33	38.88784349
4.34	38.71945043
4.35	38.55427614
4.36	38.38955636
4.37	38.22937315
4.38	38.06800628
4.39	37.9057468
4.4	37.74313783
4.41	37.581029
4.42	37.41801796
4.43	37.25800005
4.44	37.105079
4.45	36.95182494
4.46	36.79797427
4.47	36.64337466
4.48	36.48791767
4.49	36.33956635
4.5	36.19655748
4.51	36.05186802
4.52	35.9060983
4.53	35.76148074
4.54	35.61539657
4.55	35.46790795
4.56	35.32161835
4.57	35.17594126
4.58	35.02931436
4.59	34.88248311
4.6	34.73832529
4.61	34.59473646
4.62	34.45016864
4.63	34.30513264
4.64	34.16280343
4.65	34.02295675
4.66	33.9003103
4.67	33.78412129
4.68	33.66619124
4.69	33.54724821
4.7	33.42793309
4.71	33.30912403
4.72	33.1891245
4.73	33.06744418
4.74	32.94422296
4.75	32.8196101
4.76	32.69491033
4.77	32.56903868
4.78	32.44195595
4.79	32.31323267
4.8	32.18335925
4.81	32.05223295
4.82	31.92274232
4.83	31.79511794
4.84	31.66685566
4.85	31.54299691
4.86	31.42371626
4.87	31.30465805
4.88	31.18628483
4.89	31.06779001
4.9	30.94908045
4.91	30.83019939
4.92	30.71793823
4.93	30.60825205
4.94	30.49884647
4.95	30.39004602
4.96	30.28446164
4.97	30.18013502
4.98	30.07603402
4.99	29.97115024
5	29.86475977
5.01	29.757379
5.02	29.64925925
5.03	29.54050545
5.04	29.43655333
5.05	29.33331848
5.06	29.22886192
5.07	29.12430852
5.08	29.01945871
5.09	28.91533699
5.1	28.80991988
5.11	28.70343042
5.12	28.59612913
5.13	28.48792195
5.14	28.3787351
5.15	28.26878811
5.16	28.15906392
5.17	28.04896715
5.18	27.94263654
5.19	27.83871124
5.2	27.73557746
5.21	27.63861693
5.22	27.54188934
5.23	27.44644192
5.24	27.35098528
5.25	27.25603782
5.26	27.16090633
5.27	27.06484038
5.28	26.9684976
5.29	26.87165554
5.3	26.77484078
5.31	26.67793673
5.32	26.58039171
5.33	26.48368352
5.34	26.3869719
5.35	26.29024965
5.36	26.19472545
5.37	26.09972596
5.38	26.00459562
5.39	25.90880691
5.4	25.8140725
5.41	25.72011892
5.42	25.62698693
5.43	25.53324268
5.44	25.43886279
5.45	25.34486976
5.46	25.25054466
5.47	25.15579118
5.48	25.06437865
5.49	24.97452971
5.5	24.88446458
5.51	24.79398374
5.52	24.70395232
5.53	24.61344351
5.54	24.52209709
5.55	24.43120847
5.56	24.34094593
5.57	24.25040913
5.58	24.15916424
5.59	24.07801803
5.6	23.99662556
5.61	23.91672382
5.62	23.83781002
5.63	23.76619546
5.64	23.69745858
5.65	23.62913086
5.66	23.56238758
5.67	23.49923187
5.68	23.43523141
5.69	23.37075077
5.7	23.30793397
5.71	23.24492473
5.72	23.18381489
5.73	23.12360515
5.74	23.06394181
5.75	23.00353839
5.76	22.9421511
5.77	22.87984956
5.78	22.81679835
5.79	22.75300172
5.8	22.68883887
5.81	22.62445004
5.82	22.55992221
5.83	22.49588566
5.84	22.43199886
5.85	22.36736968
5.86	22.30220673
5.87	22.23843695
5.88	22.17436019
5.89	22.11104614
5.9	22.05097056
5.91	21.99161104
5.92	21.9327526
5.93	21.87332488
5.94	21.81319873
5.95	21.75272925
5.96	21.69250979
5.97	21.63189252
5.98	21.57376033
5.99	21.51691509
6	21.46245266
6.01	21.40750948
6.02	21.3529119
6.03	21.29953909
6.04	21.24670014
6.05	21.19673782
6.06	21.14752767
6.07	21.09811924
6.08	21.04824077
6.09	20.99828284
6.1	20.94793827
6.11	20.89719575
6.12	20.84641722
6.13	20.79638288
6.14	20.7464225
6.15	20.69615939
6.16	20.64656823
6.17	20.59719098
6.18	20.54874326
6.19	20.5001926
6.2	20.45134319
6.21	20.40221369
6.22	20.35275024
6.23	20.30364893
6.24	20.25416971
6.25	20.20416196
6.26	20.15491254
6.27	20.10649058
6.28	20.05818567
6.29	20.01039701
6.3	19.96219468
6.31	19.91365999
6.32	19.86476319
6.33	19.81586069
6.34	19.76735949
6.35	19.71871966
6.36	19.66968795
6.37	19.62020997
6.38	19.57033914
6.39	19.52081347
6.4	19.4724133
6.41	19.42374897
6.42	19.37475061
6.43	19.32548053
6.44	19.27781148
6.45	19.23039993
6.46	19.18285601
6.47	19.13508129
6.48	19.08732617
6.49	19.04000142
6.5	18.99225829
6.51	18.9442634
6.52	18.89596494
6.53	18.84768912
6.54	18.79904173
6.55	18.74992067
6.56	18.70102748
6.57	18.65207896
6.58	18.60306791
6.59	18.55561007
6.6	18.50861529
6.61	18.46217001
6.62	18.41570975
6.63	18.36950643
6.64	18.32337628
6.65	18.27775588
6.66	18.23242703
6.67	18.18687161
6.68	18.14107013
6.69	18.09502964
6.7	18.04865268
6.71	18.00211918
6.72	17.95559998
6.73	17.90869079
6.74	17.86187115
6.75	17.81508605
6.76	17.76847843
6.77	17.72142907
6.78	17.67428955
6.79	17.62724193
6.8	17.58000018
6.81	17.53251304
6.82	17.48475166
6.83	17.43660459
6.84	17.38842357
6.85	17.34007985
6.86	17.29343885
6.87	17.24674328
6.88	17.20224612
6.89	17.15786215
6.9	17.11354159
6.91	17.06917294
6.92	17.02457031
6.93	16.98061481
6.94	16.93710918
6.95	16.89340016
6.96	16.8497665
6.97	16.80586464
6.98	16.76173103
6.99	16.71755706
7	16.67337945
7.01	16.63141602
7.02	16.59117041
7.03	16.55201941
7.04	16.51313814
7.05	16.47736177
7.06	16.44359945
7.07	16.40969244
7.08	16.37586769
7.09	16.34186789
7.1	16.30756766
7.11	16.27319451
7.12	16.23845885
7.13	16.20343193
7.14	16.16804538
7.15	16.13228782
7.16	16.09620686
7.17	16.06010026
7.18	16.02531225
7.19	15.99085038
7.2	15.95621516
7.21	15.92161591
7.22	15.88676812
7.23	15.8519935
7.24	15.81700775
7.25	15.7816693
7.26	15.74671282
7.27	15.71184887
7.28	15.67745478
7.29	15.64290373
7.3	15.60844063
7.31	15.57421459
7.32	15.54026414
7.33	15.50622726
7.34	15.47197293
7.35	15.43758578
7.36	15.40289679
7.37	15.36822197
7.38	15.33335007
7.39	15.29824691
7.4	15.26395603
7.41	15.22963804
7.42	15.19499738
7.43	15.16027925
7.44	15.12593822
7.45	15.09180999
7.46	15.05755105
7.47	15.02313093
7.48	14.98841027
7.49	14.95330701
7.5	14.91787572
7.51	14.8823166
7.52	14.84739233
7.53	14.81224094
7.54	14.77674614
